품종,나이,산책시간(시간),체중,성별,중성화여부,색상,음수량,성별_라벨링,중성화_라벨링,크기,크기_라벨링
믹스견,0,0.8,1.8,F,N,호피,117.0,0,0,소,0
믹스견,0,0.8,1.8,F,N,흰색,117.0,0,0,소,0
믹스견,0,0.8,1.8,M,N,흰색,117.0,1,0,소,0
믹스견,0,0.8,1.8,M,N,갈색,117.0,1,0,소,0
믹스견,0,0.8,1.8,M,N,흰색,117.0,1,0,소,0
믹스견,0,0.8,1.8,F,N,상면 물골길 176-13,117.0,0,0,소,0
믹스견,0,0.8,1.8,M,N,흰색,117.0,1,0,소,0
믹스견,0,0.8,1.8,F,N,"갈색,흰색",117.0,0,0,소,0
믹스견,0,0.8,1.8,F,N,회갈색,117.0,0,0,소,0
믹스견,0,0.8,1.8,M,N,베이지색,117.0,1,0,소,0
믹스견,0,0.8,1.8,M,N,검정색,117.0,1,0,소,0
믹스견,0,0.8,1.8,F,N,베이지,117.0,0,0,소,0
믹스견,0,0.8,1.8,F,N,크림색,117.0,0,0,소,0
믹스견,1,1.0,1.8,F,N,"흰색,검정",117.0,0,0,소,0
믹스견,1,1.0,1.8,F,N,검정색,117.0,0,0,소,0
믹스견,1,1.0,1.8,F,N,흰색,117.0,0,0,소,0
믹스견,1,1.0,1.8,M,N,갈색,117.0,1,0,소,0
믹스견,1,1.0,1.8,M,N,"흰색, 황색",117.0,1,0,소,0
믹스견,0,0.8,1.82,M,N,갈/검/흰,118.3,1,0,소,0
믹스견,0,0.8,1.84,M,N,갈색,119.60000000000001,1,0,소,0
믹스견,0,0.8,1.84,F,N,흰색,119.60000000000001,0,0,소,0
믹스견,0,0.8,1.84,M,N,백색,119.60000000000001,1,0,소,0
믹스견,0,0.8,1.84,M,N,갈색,119.60000000000001,1,0,소,0
믹스견,1,1.0,1.84,M,N,검정,119.60000000000001,1,0,소,0
믹스견,0,0.8,1.86,M,N,하양/크림,120.9,1,0,소,0
믹스견,0,0.8,1.86,M,N,갈색,120.9,1,0,소,0
믹스견,1,1.0,1.88,M,N,"흑색, 갈색",122.19999999999999,1,0,소,0
믹스견,0,0.8,1.9,F,N,갈색,123.5,0,0,소,0
믹스견,0,0.8,1.9,F,N,"흰,검",123.5,0,0,소,0
믹스견,0,0.8,1.9,M,N,갈색,123.5,1,0,소,0
믹스견,0,0.8,1.9,F,N,검은색,123.5,0,0,소,0
믹스견,0,0.8,1.9,M,N,흰,123.5,1,0,소,0
믹스견,0,0.8,1.9,F,N,갈색,123.5,0,0,소,0
믹스견,0,0.8,1.9,M,N,흰색,123.5,1,0,소,0
믹스견,0,0.8,1.9,F,N,흰색,123.5,0,0,소,0
믹스견,0,0.8,1.9,F,N,황갈색,123.5,0,0,소,0
믹스견,0,0.8,1.9,M,N,"흰색, 검정색",123.5,1,0,소,0
믹스견,0,0.8,1.9,F,N,백색,123.5,0,0,소,0
믹스견,0,0.8,1.9,M,N,흰/갈,123.5,1,0,소,0
믹스견,0,0.8,1.9,M,N,검정,123.5,1,0,소,0
믹스견,0,0.8,1.9,M,N,흰색,123.5,1,0,소,0
믹스견,0,0.8,1.9,M,N,흰/연갈,123.5,1,0,소,0
믹스견,0,0.8,1.9,F,N,크림색,123.5,0,0,소,0
믹스견,0,0.8,1.9,M,N,흰,123.5,1,0,소,0
믹스견,0,0.8,1.9,M,N,갈색,123.5,1,0,소,0
믹스견,0,0.8,1.9,M,N,흰색,123.5,1,0,소,0
믹스견,0,0.8,1.9,F,N,블랙탄,123.5,0,0,소,0
믹스견,0,0.8,1.9,M,N,흰검정색,123.5,1,0,소,0
믹스견,0,0.8,1.9,M,N,갈/검/흰,123.5,1,0,소,0
믹스견,1,1.0,1.9,F,N,"검정,흰색",123.5,0,0,소,0
믹스견,1,1.0,1.9,M,N,흰색 연갈색,123.5,1,0,소,0
믹스견,1,1.0,1.9,F,N,검갈색,123.5,0,0,소,0
믹스견,1,1.0,1.9,M,Y,연갈색,123.5,1,1,소,0
믹스견,1,1.0,1.9,F,N,흰색,123.5,0,0,소,0
믹스견,1,1.0,1.9,M,N,흰색,123.5,1,0,소,0
믹스견,2,1.0,1.9,M,Y,갈검색,123.5,1,1,소,0
믹스견,0,0.8,1.91,F,N,갈색,124.14999999999999,0,0,소,0
믹스견,0,0.8,1.91,F,N,"갈색,검정",124.14999999999999,0,0,소,0
믹스견,0,0.8,1.92,M,N,검정/하양,124.8,1,0,소,0
믹스견,1,1.0,1.96,M,N,검회색,127.39999999999999,1,0,소,0
믹스견,1,1.0,1.98,M,N,크림,128.7,1,0,소,0
믹스견,0,0.8,1.99,F,N,흰색,129.35,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰/갈,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰+회색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,검/갈,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,"흰,검",130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,"흰,검",130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,진한 회색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"흰색,검정",130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,검은색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,검회흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색 검정,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,크림색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,크림색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,블랙탄,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,황갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,검정,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색에 갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈흑백,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈흑백,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,검,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,"흰색,갈색",130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,연노랑,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,블랙탄,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈백,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈백,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흑갈백,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,백,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,백,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,베이지,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,베이지,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,초코색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,"흰색, 커피색",130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈흑,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,"회갈색, 흰색",130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,백,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"흑갈색, 흰색",130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"갈색,흰색",130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,황색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,황색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,황색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,황색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,옅은갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,옅은갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,옅은갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,옅은갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,옅은갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,옅은갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,검/흰/갈,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"갈색,검정",130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,검정,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,"갈색,검정",130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,"갈색,흰색,검정",130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,검정,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,검정,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,검정,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,"검정,흰색",130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"검정,갈색",130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,검정,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,"갈색,검정",130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"흰색,갈색",130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈/검/흰,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,검정ㄴ,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,고동색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"검정,고동",130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,"검정,갈색",130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,아이보리,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,아이보리,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,호피,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,베이지색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,Y,베이지색,130.0,0,1,소,0
믹스견,0,0.8,2.0,F,N,백,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,진갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,베이지,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,백,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,베이지,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,연갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,크림색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,"흰색,갈색",130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"흰색,갈색",130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,황색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,아이보리색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈새,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"흰색,검정,갈색",130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,"흰색,갈색",130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"흰색,갈색,검정",130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,"흰색,갈색",130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,"갈색,흰색",130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈백흑,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈백흑,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈백흑,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흑백,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흑갈,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흑갈,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색+흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,베이지,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,검갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,검은색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰+검 얼룩,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,회갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,"흰,갈",130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,"흰,갈",130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,"흰,갈",130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,"흰,갈",130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈흑백,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,황색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,호피색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,크림색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,검정,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,검정,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흑갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,검정,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,"흰,갈",130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,"흰,검",130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,검정+갈색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흑,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,갈흑백,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,0,0.8,2.0,F,N,흑갈색,130.0,0,0,소,0
믹스견,0,0.8,2.0,F,N,크림색,130.0,0,0,소,0
믹스견,0,0.8,2.0,M,N,크림색,130.0,1,0,소,0
믹스견,0,0.8,2.0,M,N,흰/갈,130.0,1,0,소,0
믹스견,1,1.0,2.0,M,N,검정,130.0,1,0,소,0
믹스견,1,1.0,2.0,M,N,백,130.0,1,0,소,0
믹스견,1,1.0,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,1,1.0,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,1,1.0,2.0,M,N,갈색 검정,130.0,1,0,소,0
믹스견,1,1.0,2.0,M,Y,"흑색, 갈색, 백색",130.0,1,1,소,0
믹스견,1,1.0,2.0,F,N,"검정색, 흰색",130.0,0,0,소,0
믹스견,1,1.0,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,1,1.0,2.0,M,N,갈백,130.0,1,0,소,0
믹스견,1,1.0,2.0,F,N,갈색,130.0,0,0,소,0
믹스견,1,1.0,2.0,M,N,백,130.0,1,0,소,0
믹스견,1,1.0,2.0,M,N,갈색,130.0,1,0,소,0
믹스견,1,1.0,2.0,F,N,백,130.0,0,0,소,0
믹스견,1,1.0,2.0,M,N,백,130.0,1,0,소,0
믹스견,1,1.0,2.0,M,N,백,130.0,1,0,소,0
믹스견,1,1.0,2.0,F,N,백,130.0,0,0,소,0
믹스견,1,1.0,2.0,M,N,백,130.0,1,0,소,0
믹스견,1,1.0,2.0,F,N,백,130.0,0,0,소,0
믹스견,1,1.0,2.0,F,N,백,130.0,0,0,소,0
믹스견,1,1.0,2.0,M,N,백,130.0,1,0,소,0
믹스견,1,1.0,2.0,M,N,흑백,130.0,1,0,소,0
믹스견,1,1.0,2.0,F,N,백,130.0,0,0,소,0
믹스견,1,1.0,2.0,F,N,백,130.0,0,0,소,0
믹스견,1,1.0,2.0,M,N,백갈흑,130.0,1,0,소,0
믹스견,1,1.0,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,1,1.0,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,1,1.0,2.0,M,N,흰색,130.0,1,0,소,0
믹스견,1,1.0,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,1,1.0,2.0,F,N,흰색,130.0,0,0,소,0
믹스견,2,1.0,2.0,F,N,검,130.0,0,0,소,0
믹스견,7,1.0,2.0,F,N,크림색,130.0,0,0,소,0
믹스견,9,0.5,2.0,F,N,호반색,130.0,0,0,소,0
믹스견,0,0.8,2.02,M,N,크림,131.3,1,0,소,0
믹스견,1,1.0,2.02,F,N,검정,131.3,0,0,소,0
믹스견,0,0.8,2.03,M,N,베이지,131.95,1,0,소,0
믹스견,0,0.8,2.04,F,N,옅은갈색/하양,132.6,0,0,소,0
믹스견,0,0.8,2.04,F,N,크림,132.6,0,0,소,0
믹스견,0,0.8,2.04,M,N,크림,132.6,1,0,소,0
믹스견,1,1.0,2.04,F,N,옅은 갈색,132.6,0,0,소,0
믹스견,0,0.8,2.06,M,N,옅은 갈색/검정/회색,133.9,1,0,소,0
믹스견,0,0.8,2.07,F,N,"갈색,검정",134.54999999999998,0,0,소,0
믹스견,0,0.8,2.1,F,N,갈색,136.5,0,0,소,0
믹스견,0,0.8,2.1,F,N,황갈색,136.5,0,0,소,0
믹스견,0,0.8,2.1,M,N,흰,136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,갈/흰,136.5,1,0,소,0
믹스견,0,0.8,2.1,F,N,갈색+흰색,136.5,0,0,소,0
믹스견,0,0.8,2.1,M,N,갈/검/흰,136.5,1,0,소,0
믹스견,0,0.8,2.1,F,N,흰색,136.5,0,0,소,0
믹스견,0,0.8,2.1,F,N,갈색,136.5,0,0,소,0
믹스견,0,0.8,2.1,M,N,갈/검,136.5,1,0,소,0
믹스견,0,0.8,2.1,F,N,흰색,136.5,0,0,소,0
믹스견,0,0.8,2.1,M,N,회/흰,136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,갈/검,136.5,1,0,소,0
믹스견,0,0.8,2.1,F,N,"흑갈색, 흰색",136.5,0,0,소,0
믹스견,0,0.8,2.1,M,N,흰색,136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,갈/검/흰,136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,"검정,갈색,황색",136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,연갈색,136.5,1,0,소,0
믹스견,0,0.8,2.1,F,N,"흰색, 검정색",136.5,0,0,소,0
믹스견,0,0.8,2.1,M,N,"검정색, 흰색",136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,흰 바탕에 검은 점,136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,갈검색,136.5,1,0,소,0
믹스견,0,0.8,2.1,F,N,백갈,136.5,0,0,소,0
믹스견,0,0.8,2.1,M,N,갈/흰,136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,갈/검/흰,136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,흰갈,136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,검정.황색,136.5,1,0,소,0
믹스견,0,0.8,2.1,F,N,갈색,136.5,0,0,소,0
믹스견,0,0.8,2.1,M,N,백색,136.5,1,0,소,0
믹스견,0,0.8,2.1,F,N,흑갈색,136.5,0,0,소,0
믹스견,0,0.8,2.1,M,N,흰색,136.5,1,0,소,0
믹스견,0,0.8,2.1,M,N,검,136.5,1,0,소,0
믹스견,0,0.8,2.1,F,N,베이지,136.5,0,0,소,0
믹스견,1,1.0,2.1,M,N,갈색,136.5,1,0,소,0
믹스견,1,1.0,2.1,F,N,흰색,136.5,0,0,소,0
믹스견,1,1.0,2.1,F,N,"백색, 갈색, 흑색",136.5,0,0,소,0
믹스견,1,1.0,2.1,M,N,흰색,136.5,1,0,소,0
믹스견,1,1.0,2.1,M,N,"흰색,황색",136.5,1,0,소,0
믹스견,0,0.8,2.12,F,N,하양,137.8,0,0,소,0
믹스견,0,0.8,2.14,F,N,검정/갈색,139.1,0,0,소,0
믹스견,0,0.8,2.14,F,N,베이지,139.1,0,0,소,0
믹스견,1,1.0,2.14,M,N,검정,139.1,1,0,소,0
믹스견,0,0.8,2.15,M,N,갈색,139.75,1,0,소,0
믹스견,0,0.8,2.16,M,N,하양,140.4,1,0,소,0
믹스견,0,0.8,2.16,M,N,갈색,140.4,1,0,소,0
믹스견,1,1.0,2.16,F,N,블랙탄,140.4,0,0,소,0
믹스견,1,1.0,2.16,M,N,블랙탄,140.4,1,0,소,0
믹스견,0,0.8,2.18,F,N,적갈색,141.70000000000002,0,0,소,0
믹스견,1,1.0,2.18,F,N,크림,141.70000000000002,0,0,소,0
믹스견,0,0.8,2.19,M,N,화이트,142.35,1,0,소,0
믹스견,0,0.8,2.2,M,N,갈색,143.0,1,0,소,0
믹스견,0,0.8,2.2,M,N,검/갈,143.0,1,0,소,0
믹스견,0,0.8,2.2,F,N,흑백색,143.0,0,0,소,0
믹스견,0,0.8,2.2,F,N,흰갈색,143.0,0,0,소,0
믹스견,0,0.8,2.2,M,N,갈색,143.0,1,0,소,0
믹스견,0,0.8,2.2,M,N,갈색,143.0,1,0,소,0
믹스견,0,0.8,2.2,F,N,크림색,143.0,0,0,소,0
믹스견,0,0.8,2.2,M,N,흰/갈,143.0,1,0,소,0
믹스견,0,0.8,2.2,M,N,흑갈색,143.0,1,0,소,0
